"filename", "language", "Markdown", "JSON", "JavaScript", "MS SQL", "Skill", "PowerShell", "PostCSS", "Python", "pip requirements", "HTML", "JavaScript JSX", "YAML", "XML", "comment", "blank", "total"
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\Canvas\Canvas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 3, 57
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\Menu.css", "PostCSS", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 8, 60
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\Menu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\Menu\Menu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 3, 28
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\ProfileMenu.css", "PostCSS", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 7, 51
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\ProfileMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 5, 38
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\ProfileMenu\ProfileMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\StatusBar.css", "PostCSS", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\StatusBar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\StatusBar\StatusBar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 6
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\SubMenu.css", "PostCSS", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 6, 38
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\SubMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 25
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\SubMenu\SubMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 3, 21
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\dashboard.css", "PostCSS", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 3, 17
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\layout\DashboardLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 8, 138
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\CRM.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\CRM\CRM.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 2, 24
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\Nest.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\Nest\Nest.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 2, 24
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\ScenarioBuilder.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\ScenarioBuilder\AetherEdgeLogic.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 7, 85
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\ScenarioBuilder\ScenarioBuilder.css", "PostCSS", 0, 0, 0, 0, 0, 0, 621, 0, 0, 0, 0, 0, 0, 6, 95, 722
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\ScenarioBuilder\ScenarioBuilder.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 832, 0, 0, 1, 49, 882
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\Scenarios.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\pages\Scenarios\Scenarios.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 2, 24
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\styles\dashboard-v2.css", "PostCSS", 0, 0, 0, 0, 0, 0, 361, 0, 0, 0, 0, 0, 0, 0, 46, 407
"c:\Users\Keagan\.openclaw\workspace\wysl\src\data\mockSupabaseSchema.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 45
"c:\Users\Keagan\.openclaw\workspace\wysl\src\data\tempData.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 28
"c:\Users\Keagan\.openclaw\workspace\wysl\src\hooks\useLegacyAnimation.js", "JavaScript", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 150
"c:\Users\Keagan\.openclaw\workspace\wysl\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 576, 0, 0, 0, 0, 0, 0, 26, 69, 671
"c:\Users\Keagan\.openclaw\workspace\wysl\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 3, 4, 33
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\AuthPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 4, 27, 273
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\BreakroomPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 2, 20
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\CalendarPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 0, 0, 3, 23, 233
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\DashboardPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 6, 34, 246
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\EmporiumPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 306, 0, 0, 7, 37, 350
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\HomePage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 479, 0, 0, 5, 52, 536
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\MarketplacePage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 10, 30, 281
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\Onboarding2Page.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499, 0, 0, 0, 42, 541
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\OnboardingPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 730, 0, 0, 0, 87, 817
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\PasswordsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1324, 0, 0, 79, 152, 1555
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\PhoneHelperPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 299, 0, 0, 6, 34, 339
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\PricingPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 398, 0, 0, 4, 37, 439
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\PrivacyPolicyPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 2, 8, 61
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\ResetPasswordPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 3, 17, 141
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\SettingsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 5, 14
"c:\Users\Keagan\.openclaw\workspace\wysl\src\pages\marketplace.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 5, 14, 149
"c:\Users\Keagan\.openclaw\workspace\wysl\src\services\apiService.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 19
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\SonarDashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2035, 0, 0, 14, 167, 2216
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\contexts\AudioPlayerContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 16, 166
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\contexts\CallLogsContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 13, 120
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\hooks\useCampaigns.js", "JavaScript", 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 74
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\hooks\useLeads.js", "JavaScript", 0, 0, 293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 327
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\hooks\useSonarState.js", "JavaScript", 0, 0, 415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 47, 484
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\hooks\useTasks.js", "JavaScript", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 171
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\lib\api.js", "JavaScript", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 22, 190
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\lib\customFields.js", "JavaScript", 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 256
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\lib\fieldConfig.js", "JavaScript", 0, 0, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24, 273
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\lib\fieldContexts.js", "JavaScript", 0, 0, 516, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 58, 605
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\lib\leadSchema.js", "JavaScript", 0, 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 34, 355
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\lib\supabase.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\CalendarPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 490, 0, 0, 18, 44, 552
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\CallLogsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 850, 0, 0, 0, 50, 900
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\CampaignsModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 413, 0, 0, 6, 22, 441
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\ColorbarConfigModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 493, 0, 0, 21, 45, 559
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\CommanderModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 0, 0, 18, 21, 258
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\FieldSettingsModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 530, 0, 0, 0, 34, 564
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\HireReceptionistModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 313, 0, 0, 12, 32, 357
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\LeadDetailPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 392, 0, 0, 0, 32, 424
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\LeadsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 4, 13, 109
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\LeadsTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1995, 0, 0, 0, 96, 2091
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\LiveMonitoringPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2506, 0, 0, 0, 209, 2715
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\RoutesPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 423, 0, 0, 24, 36, 483
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\ScenariosModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 4, 24, 252
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\Scenarios\AetherEdgeLogic.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 309, 0, 0, 11, 23, 343
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\Scenarios\Scenarios.css", "PostCSS", 0, 0, 0, 0, 0, 0, 3927, 0, 0, 0, 0, 0, 0, 57, 571, 4555
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\Scenarios\Scenarios.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5865, 0, 0, 154, 379, 6398
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\Scenarios\VariablesPane.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1563, 0, 0, 30, 132, 1725
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\Scenarios\smartActions.js", "JavaScript", 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 33, 215
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\SettingsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1435, 0, 0, 41, 115, 1591
"c:\Users\Keagan\.openclaw\workspace\wysl\src\sonar\pages\WorkflowTreePage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 0, 22, 37, 229
"c:\Users\Keagan\.openclaw\workspace\wysl\src\stores\passwordsStore.js", "JavaScript", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 110
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\AirtableGrid.css", "PostCSS", 0, 0, 0, 0, 0, 0, 415, 0, 0, 0, 0, 0, 0, 19, 31, 465
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\BreakroomCanvas.css", "PostCSS", 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 17, 26, 169
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\Calendar.css", "PostCSS", 0, 0, 0, 0, 0, 0, 366, 0, 0, 0, 0, 0, 0, 7, 26, 399
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\CommissionLogicModal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 8, 26, 192
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\CreatePasswordModal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 25, 18, 161
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\Dashboard.css", "PostCSS", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 3, 11, 87
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\DataTable.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\DynamicGradient.css", "PostCSS", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 1, 5, 52
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\EmporiumPage.css", "PostCSS", 0, 0, 0, 0, 0, 0, 491, 0, 0, 0, 0, 0, 0, 20, 53, 564
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\Grid.css", "PostCSS", 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 10, 11, 178
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\HomePage.css", "PostCSS", 0, 0, 0, 0, 0, 0, 408, 0, 0, 0, 0, 0, 0, 11, 38, 457
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\MainPanel.css", "PostCSS", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 1, 9, 65
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\MasterPasswordModal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 1, 17, 121
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\NavPanel.css", "PostCSS", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 1, 14, 119
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\PasswordsPage.css", "PostCSS", 0, 0, 0, 0, 0, 0, 862, 0, 0, 0, 0, 0, 0, 26, 132, 1020
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\PhoneHelperPage.css", "PostCSS", 0, 0, 0, 0, 0, 0, 427, 0, 0, 0, 0, 0, 0, 20, 69, 516
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\PrivacyPolicyPage.css", "PostCSS", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 1, 14, 94
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\QueueItem.css", "PostCSS", 0, 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 0, 10, 30, 214
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\QueueRoom.css", "PostCSS", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 1, 7, 52
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\TypingIndicator.css", "PostCSS", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 1, 6, 38
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\ViewBar.css", "PostCSS", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 1, 9, 93
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\ViewToggle.css", "PostCSS", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 6, 72
"c:\Users\Keagan\.openclaw\workspace\wysl\src\styles\marketplace.css", "PostCSS", 0, 0, 0, 0, 0, 0, 258, 0, 0, 0, 0, 0, 0, 11, 14, 283
"c:\Users\Keagan\.openclaw\workspace\wysl\src\supabaseClient.js", "JavaScript", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 39, 208
"c:\Users\Keagan\.openclaw\workspace\wysl\src\utils\cookieUtils.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 26
"c:\Users\Keagan\.openclaw\workspace\wysl\src\utils\crypto.js", "JavaScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 85
"c:\Users\Keagan\.openclaw\workspace\wysl\start-sonar.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"c:\Users\Keagan\.openclaw\workspace\wysl\start-sonar.mjs", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Keagan\.openclaw\workspace\wysl\supabase_overage_functions.sql", "MS SQL", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 99
"c:\Users\Keagan\.openclaw\workspace\wysl\tailwind.config.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 22
"c:\Users\Keagan\.openclaw\workspace\wysl\vercel.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\Keagan\.openclaw\workspace\wysl\vite.config.js", "JavaScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 27
"Total", "-", 402, 8518, 3158, 862, 387, 415, 11080, 9795, 31, 28, 35099, 34, 5, 3072, 6836, 79722
